"name","dynasty","lifetime","id","pinyin"
"曹勋","宋代","曹勋（1098—1174）字公显，一字世绩，号松隐，颍昌阳翟(今河南禹县)人。宣和五年(1123)，以荫补承信郎，特命赴进士廷试，赐甲科。靖康元年(1126)，与宋徽宗一起被金兵押解北上，受徽宗半臂绢书，自燕山逃归。建炎元年(1127)秋，至南京(今河南商丘)向宋高宗上御衣书，请求召募敢死之士，由海路北上营救徽宗。当权者不听，被黜。绍兴十一年(1141)，宋金和议成，充报谢副使出使金国，劝金人归还徽宗灵柩。十四年、二十九年又两次使金。孝宗朝拜太尉。著有《松隐文集》、《北狩见闻录》等。他的诗比较平庸，但有几首使金诗颇值得注意。","29535","c"
"沈佺期","唐代","沈佺期，字云卿，相州内黄人。善属文，尤长七言之作。擢进士第。长安中，累迁通事舍人，预修《三教珠英》，转考功郎给事中。坐交张易之，流驩州。稍迁台州录事参军。神龙中，召见，拜起居郎，修文馆直学士，历中书舍人，太子少詹事。开元初卒。建安后，讫江左，诗律屡变，至沈约、庾信，以音韵相婉附，属对精密，及佺期与宋之问，尤加靡丽。回忌声病，约句准篇，如锦绣成文，学者宗之，号为沈宋。语曰：苏李居前，沈宋比肩。集十卷，今编诗三卷。","29536","s"
"向子諲","宋代","向子諲(yīn)（1085-1152），字伯恭，号芗林居士，临江（今江西清江县）人。哲宗元符三年（1100）以荫补官。徽宗宣和间，累官京畿转运副使兼发运副使。高宗建炎处任迁江淮发运使。素与李纲善，李纲罢相，子湮也落职。起知潭州，次年金兵围潭州，子諲率军民坚守八日。绍兴中，累官户部侍郎，知平江府，因反对秦桧议和，落职居临江，其诗以南渡为界，前期风格绮丽，南渡后多伤时忧国之作。有《酒边词》二卷。","29537","x"
"张可久","元代","张可久（约1270～1348以后）字小山（一说名伯远，字可久，号小山）（《尧山堂外纪》）；一说名张可久肖像（林晋生作）可久，字伯远，号小山（《词综》）；又一说字仲远，号小山（《四库全书总目提要》），庆元（治所在今浙江宁波鄞县）人，元朝重要散曲家，剧作家，与乔吉并称“双壁”，与张养浩合为“二张”。","29538","z"
"蔡伸","宋代","蔡伸（1088—1156）字伸道，号友古居士，莆田（今属福建）人，蔡襄孙。政和五年（1115）进士。宣和年间，出知潍州北海县、通判徐州。赵构以康王开大元帅幕府，伸间道谒军门，留置幕府。南渡后，通判真州，除知滁州。秦桧当国，以赵鼎党被罢，主管台州崇道观。绍兴九年（1139），起知徐州，改知德安府。后为浙东安抚司参谋官，提举崇道观。绍兴二十六年卒，年六十九。《宋史翼》有传。伸少有文名，擅书法，得祖襄笔意。工词，与向子諲同官彭城漕属，屡有酬赠。有《友古居士词》一卷。 存词175首。","29539","c"
"常建","唐代","常建(708-765)，唐代诗人，字号不详，有说是邢台人或说长安（今陕西西安）人，开元十五年与王昌龄同榜进士，长仕宦不得意，来往山水名胜，过着一个很长时期的漫游生活。后移家隐居鄂渚。大历中，曾任盱眙尉。","29540","c"
"冯延巳","五代","冯延巳 （903--960）又名延嗣，字正中，五代广陵（今江苏省扬州市）人。在南唐做过宰相，生活过得很优裕、舒适。他的词多写闲情逸致辞，文人的气息很浓，对北宋初期的词人有比较大的影响。宋初《钓矶立谈》评其“学问渊博，文章颖发，辩说纵横”，其词集名《阳春集》。","29541","f"
"卢照邻","唐代","卢照邻，初唐诗人。字升之，自号幽忧子，汉族，幽州范阳（治今河北省涿州市）人，其生卒年史无明载，卢照邻望族出身，曾为王府典签，又出任益州新都（今四川成都附近）尉，在文学上，他与王勃、杨炯、骆宾王以文词齐名，世称“王杨卢骆”，号为“初唐四杰”。有7卷本的《卢升之集》、明张燮辑注的《幽忧子集》存世。卢照邻尤工诗歌骈文，以歌行体为佳，不少佳句传颂不绝，如“得成比目何辞死，愿作鸳鸯不羡仙”等，更被后人誉为经典。","29542","l"
"王羲之","魏晋","王羲之（303年—361年，一作321年—379年），字逸少，汉族，东晋时期著名书法家，有“书圣”之称。祖籍琅琊（今属山东临沂），后迁无锡，晚年隐居剡县金庭（今属浙江）。历任秘书郞、宁远将军、江州刺史。后为会稽内史，领右将军。其书法兼善隶、草、楷、行各体，精研体势，心摹手追，广采众长，备精诸体，冶于一炉，摆脱了汉魏笔风，自成一家，影响深远。风格平和自然，笔势委婉含蓄，遒美健秀。代表作《兰亭序》被誉为“天下第一行书”。在书法史上，他与其子王献之合称为“二王”。","29543","w"
"杨无咎","宋代","杨无咎（1097～1171）字补之，杨一作扬，一说名补之，字无咎。自号逃禅老人、清夷长者、紫阳居士。临江清江（今江西樟树）人，寓居洪州南昌。绘画尤擅墨梅。水墨人物画师法李公麟。书学欧阳询，笔势劲利。今存《逃禅词》一卷，词多题画之作，风格婉丽。生平事迹见《宋史翼》卷三六。","29544","y"
"司马相如","两汉","司马相如（约公元前179年—前118年），字长卿，汉族，巴郡安汉县（今四川省南充市蓬安县）人，一说蜀郡（今四川成都）人。西汉大辞赋家。司马相如是中国文化史文学史上杰出的代表，是西汉盛世汉武帝时期伟大的文学家、杰出的政治家。景帝时为武骑常侍，因病免。工辞赋，其代表作品为《子虚赋》。作品词藻富丽，结构宏大，使他成为汉赋的代表作家，后人称之为赋圣和“辞宗”。他与卓文君的爱情故事也广为流传。鲁迅的《汉文学史纲要》中还把二人放在一个专节里加以评述，指出：“武帝时文人，赋莫若司马相如，文莫若司马迁。”","29545","s"
"吕岩","唐代","吕岩，也叫做吕洞宾。唐末、五代著名道士。名□(一作□)，号纯阳子，自称回道人。世称吕祖或纯阳祖师，为民间神话故事八仙之一。较早的宋代记载，称他为“关中逸人”或“关右人”，元代以后比较一致的说法，则为河中府蒲坂县永乐镇（今属山西芮城）人，或称世传为东平（治在今山东东平）人。","29546","l"
"李之仪","宋代","李之仪(1038～1117）北宋词人。字端叔，自号姑溪居士、姑溪老农。汉族，沧州无棣（庆云县）人。哲宗元祐初为枢密院编修官，通判原州。元祐末从苏轼于定州幕府，朝夕倡酬。元符中监内香药库，御史石豫参劾他曾为苏轼幕僚，不可以任京官，被停职。徽宗崇宁初提举河东常平。后因得罪权贵蔡京，除名编管太平州（今安徽当涂），后遇赦复官，晚年卜居当涂。著有《姑溪词》一卷、《姑溪居士前集》五十卷和《姑溪题跋》二卷。","29547","l"
"李颀","唐代","李颀(690-751)，汉族，东川（今四川三台）人（有争议），唐代诗人。少年时曾寓居河南登封。开元十三年进士，做过新乡县尉的小官，诗以写边塞题材为主，风格豪放，慷慨悲凉，七言歌行尤具特色。","29548","l"
"谢灵运","南北朝","谢灵运（385年－433年），东晋陈郡阳夏（今河南太康）人，出生在会稽始宁（今浙江上虞），原为陈郡谢氏士族。东晋名将谢玄之孙，小名“客”，人称谢客。又以袭封康乐公，称谢康公、谢康乐。著名山水诗人，主要创作活动在刘宋时代，中国文学史上山水诗派的开创者。由谢灵运始，山水诗乃成中国文学史上的一大流派，最著名的是《山居赋》，也是见诸史册的第一位大旅行家。谢灵运还兼通史学，工于书法，翻译佛经，曾奉诏撰《晋书》。《隋书·经籍志》、《晋书》录有《谢灵运集》等14种。","29549","x"
"宋玉","先秦","宋玉，又名子渊，战国时鄢（今襄樊宜城）人， 楚国辞赋作家。生于屈原之后，或曰是屈原弟子。曾事楚顷襄王。好辞赋，为屈原之后辞赋家，与唐勒、景差齐名。相传所作辞赋甚多，《汉书·卷三十·艺文志第十》录有赋16篇，今多亡佚。流传作品有《九辨》、《风赋》、《高唐赋》、《登徒子好色赋》等，但后3篇有人怀疑不是他所作。所谓“下里巴人”、“阳春白雪”、“曲高和寡”的典故皆他而来。","29550","s"
"鱼玄机","唐代","鱼玄机，女，晚唐诗人，长安（今陕西西安）人。初名鱼幼微，字蕙兰。咸通（唐懿宗年号，860—874）中为补阙李亿妾，以李妻不能容，进长安咸宜观出家为女道士。后被京兆尹温璋以打死婢女之罪名处死。鱼玄机性聪慧，有才思，好读书，尤工诗。与李冶、薛涛、刘采春并称唐代四大女诗人。鱼玄机其诗作现存五十首，收于《全唐诗》。有《鱼玄机集》一卷。其事迹见《唐才子传》等书。","29551","y"
"李洞","唐代","李洞，字才江，人，诸王孙也。慕贾岛为诗，铸其像，事之如神。时人但诮其僻涩，而不能贵其奇峭，唯吴融称之。昭宗时不第，游蜀卒。诗三卷。 晚唐诗人李洞有一百七十余首诗歌(残句六句)流传至今,其中涉及蜀中的诗篇约有三十首,占其创作总量的六分之一,足见蜀中经历在其诗歌创作中占有的重要地位。","29552","l"
"吴均","南北朝","吴均（469年－520年），字叔庠。南朝梁史学家，文学家，时官吴兴主簿。明人辑有《吴朝清集》。","29553","w"
"王翰","唐代","王翰，唐代边塞诗人。字子羽，并州晋阳（今山西太原市）人，著名诗人。王翰这样一个有才气的诗人，其集不传。其诗载于《全唐诗》的，仅有14首。闻一多先生《唐诗大系》定王翰生卒年为公元687至726年，并未提出确切的材料依据。","29554","w"
"周紫芝","宋代","周紫芝（1082-1155），南宋文学家。字少隐，号竹坡居士，宣城（今安徽宣州市）人。绍兴进士。高宗绍兴十五年，为礼、兵部架阁文字。高宗绍兴十七年（1147）为右迪功郎敕令所删定官。历任枢密院编修官、右司员外郎。绍兴二十一年（1151）出知兴国军（治今湖北阳新），后退隐庐山。交游的人物主要有李之仪、吕好问吕本中父子、葛立方以及秦桧等，曾向秦桧父子献谀诗。约卒于绍兴末年。著有《太仓稊米集》、《竹坡诗话》、《竹坡词》。有子周畴。","29555","z"
"方岳","宋代","方岳(1199～1262),南宋诗人、词人。字巨山，号秋崖。祁门（今属安徽）人。绍定五年(1232)进士，授淮东安抚司□官。淳□中，以工部郎官充任赵葵淮南幕中参议官。后调知南康军。后因触犯湖广总领贾似道，被移治邵武军。后知袁州，因得罪权贵丁大全，被弹劾罢官。后复被起用知抚州，又因与贾似道的旧嫌而取消任命。","29556","f"
"曹松","唐代","曹松（828——903），唐代晚期诗人。字梦徵。舒州（今安徽桐城，一今安徽潜山）人。生卒年不详。早年曾避乱栖居洪都西山，后依建州刺史李频。李死后，流落江湖，无所遇合。光化四年(901)中进士，年已70余，特授校书郎（秘书省正字）而卒。","29557","c"
"杨巨源","唐代","唐代诗人。字景山，后改名巨济。河中（治所今山西永济）人。贞元五年(789)进士。初为张弘靖从事，由秘书郎擢太常博士，迁虞部员外郎。出为凤翔少尹，复召授国子司业。长庆四年(824)，辞官退休，执政请以为河中少尹，食其禄终身。关于杨巨源生年，据方崧卿《韩集举正》考订。韩愈《送杨少尹序》作于长庆四年（824），序中述及杨有“年满七十”、“去归其乡”语。由此推断，杨当生于755年，卒年不详。","29558","y"
"石孝友","宋代","石孝友，南宋词人，字次仲，江西南昌人。生卒年不详。宋孝宗乾道二年（1166）进士。填词常用俚俗之语，状写男女情爱。仕途不顺，不羡富贵，隐居于丘壑之间。 石孝友著有《金谷遗音》，《直斋书录解题》著录一卷，明《唐宋名贤百家词》本作《金谷词》，不分卷。有明汲古阁《宋六十名家词》本、《四部备要》排印本。《全宋词》据毛□校汲古阁本收录。","29559","s"
"赵彦端","宋代","赵彦端（1121~1175）字德庄，号介庵，汴人。生卒年均不详，约宋高宗绍兴末前后在世。工为词，尝赋西湖谒金门词，有“波底夕阳红湿”之句。高宗喜曰：“我家裹人也会作此”！……乾道、淳熙间，（公元一一七四年前后）以直宝文阁知建宁府。终左司郎官。彦端词以婉约纤秾胜，有介庵词四卷，及介庵集十卷，外集三卷，均《宋史艺文志》并行于世。","29560","z"
"元好问","金朝","元好问，字裕之，号遗山，太原秀容（今山西忻州）人；系出北魏鲜卑族拓跋氏，元好问过继叔父元格；七岁能诗，十四岁从学郝天挺，六载而业成；兴定五年（1221）进士，不就选；正大元年（1224 ），中博学宏词科，授儒林郎，充国史院编修，历镇平、南阳、内乡县令。八年（1231）秋，受诏入都，除尚书省掾、左司都事，转员外郎；金亡不仕，元宪宗七年卒于获鹿寓舍；工诗文，在金元之际颇负重望；诗词风格沉郁，并多伤时感事之作。其《论诗》绝句三十首在中国文学批评史上颇有地位；作有《遗山集》又名《遗山先生文集》，编有《中州集》。","29561","y"
"张继","唐代","张继（约715~约779）字懿孙，汉族，襄州人（今湖北襄阳人）。唐代诗人，他的生平不甚可知。据诸家记录，仅知他是天宝十二年（公元七五三年）的进士。大历中，以检校祠部员外郎为洪州（今江西南昌市）盐铁判官。他的诗爽朗激越，不事雕琢，比兴幽深，事理双切，对后世颇有影响。但可惜流传下来的不到50首。他的最著名的诗是《枫桥夜泊》。","29562","z"
"李德裕","唐代","李德裕（787—849），字文饶，唐代赵郡赞皇（今河北赞皇县）人，与其父李吉甫均为晚唐名相。唐文宗时，受李宗闵、牛僧儒等牛党势力倾轧，由翰林学士出为浙西观察使。太和七年，入相，复遭奸臣郑注、李训等人排斥，左迁。唐武宗即位后，李德裕再度入相，执政期间外平回鹘、内定昭义、裁汰冗官、协助武宗灭佛，功绩显赫。会昌四年八月，进封太尉、赵国公。唐武宗与李德裕之间的君臣相知成为晚唐之绝唱。后唐宣宗即位，李德裕由于位高权重，五贬为崖州司户。李德裕两度为相，太和年间为相1年8个月，会昌年间为相5年7个月，两次为相7年3个月。","29563","l"
"曹丕","魏晋","曹魏高祖文皇帝曹丕（187年冬－226年6月29日），字子桓，三国时期著名的政治家、文学家，曹魏的开国皇帝，公元220－226年在位。他在位期间，平定边患。击退鲜卑，和匈奴、氐、羌等外夷修好，恢复汉朝在西域的设置。除军政以外，曹丕自幼好文学，于诗、赋、文学皆有成就，尤擅长于五言诗，与其父曹操和弟曹植，并称三曹，今存《魏文帝集》二卷。另外，曹丕著有《典论》，当中的《论文》是中国文学史上第一部有系统的文学批评专论作品。去世后庙号高祖（《资治通鉴》作世祖），谥为文皇帝，葬于首阳陵。","29564","c"
"刘向","两汉","刘向（约前77—前6） 原名更生，字子政，祖籍沛郡（今属江苏徐州）人。西汉经学家、目录学家、文学家。刘向的散文主要是秦疏和校雠古书的“叙录”，较有名的有《谏营昌陵疏》和《战国策叙录》，叙事简约，理论畅达、舒缓平易是其主要特色。","29565","l"
"晁端礼","宋代","晁端礼(1046～1113) 北宋词人。名一作元礼。字次膺。开德府清丰县（今属河南）人，因其父葬于济州任城（今山东济宁），遂为任城人。徽宗政和三年(1113),由于蔡京举荐,应诏来到京城。适逢宫禁中莲荷初生，他进《并蒂芙蓉》词，大得徽宗称赏。于是以承事郎为大晟府协律。黄称他与万俟雅言（咏）齐名，按月律进词（《唐宋诸贤绝妙词选》卷七）。未及供职即病逝。","29566","c"
"陈陶","唐代","陈陶(约公元812—约885年)：字嵩伯，号三教布衣。《全唐诗》卷七百四十五“陈陶”传作“岭南(一云鄱阳，一云剑浦)人”。然而从其《闽川梦归》等诗题，以及称建水(在今福建南平市东南，即闽江上游)一带山水为“家山”(《投赠福建路罗中丞》)来看，当是剑浦(今福建南平)人，而岭南(今广东广西一带)或鄱阳(今江西波阳)只是他的祖籍。早年游学长安，善天文历象，尤工诗。举进士不第，遂恣游名山。唐宣宗大中(847—860年)时，隐居洪州西山(在今江西新建县西)，后不知所终。有诗十卷，已散佚，后人辑有《陈嵩伯诗集》一卷。","29567","c"
"薛涛","唐代","薛涛（约768～832年），唐代女诗人，字洪度。长安（今陕西西安）人。因父亲薛郧做官而来到蜀地，父亲死后薛涛居于成都。居成都时，成都的最高地方军政长官剑南西川节度使前后更换十一届，大多与薛涛有诗文往来。韦皋任节度使时，拟奏请唐德宗授薛涛以秘书省校书郎官衔，但因格于旧例，未能实现，但人们却称之为“女校书”。曾居浣花溪（今有浣花溪公园）上，制作桃红色小笺写诗，后人仿制，称“薛涛笺”。成都望江楼公园有薛涛墓。","29568","x"
"秋瑾","清代","秋瑾（1875年11月8日－1907年7月15日），女，中国女权和女学思想的倡导者，近代民主革命志士。第一批为推翻满清政权和数千年封建统治而牺牲的革命先驱，为辛亥革命做出了巨大贡献；提倡女权女学，为妇女解放运动的发展起到了巨大的推动作用。1907年7月15日凌晨，秋瑾从容就义于绍兴轩亭口，年仅32岁。","29569","q"
"张养浩","元代","张养浩（1269—1329年），汉族，字希孟，号云庄，山东济南人，元代著名散曲家。诗、文兼擅，而以散曲著称。代表作有《山坡羊·潼关怀古》等。","29570","z"
"元结","唐代","元结（719～772年），中国唐代文学家。字次山，号漫叟 、聱叟 。河南鲁山人。天宝六载(747)应举落第后，归隐商余山。天宝十二载进士及第。安禄山反，曾率族人避难猗玗洞 （今湖北大冶境内），因号猗玗子。乾元二年(759)，任山南东道节度使史翙幕参谋，招募义兵，抗击史思明叛军，保全十五城。代宗时，任道州刺史，调容州，加封容州都督充本管经略守捉使，政绩颇丰。大历七年(772)入朝，同年卒于长安。","29571","y"
"杨炯","唐代","杨炯（650年－692年），汉族，弘农华阴（今属陕西）人，排行第七；唐朝诗人，初唐四杰之一。显庆六年（公元661年），年仅11岁的杨炯被举为神童，上元三年（676年）应制举及第，授校书郎。后又任崇文馆学士，迁詹事、司直。垂拱元年（685年），降官为梓州司法参军。天授元年（690年），任教于洛阳宫中习艺馆。如意元年（692年）秋后改任盈川县令，吏治以严酷著称，卒于任所。因此后人称他为“杨盈川”。","29572","y"
"陶弘景","南北朝","陶弘景，南朝梁时丹阳秣陵（今江苏南京）人。著名的医药家、炼丹家、文学家，人称“山中宰相”。作品有《本草经集注》、《集金丹黄白方》、《二牛图》等。","29573","t"
"杨慎","明代","杨慎（1488～1559）明代文学家，明代三大才子之首。字用修，号升庵，后因流放滇南，故自称博南山人、金马碧鸡老兵。杨廷和之子，汉族，四川新都（今成都市新都区）人，祖籍庐陵。正德六年状元，官翰林院修撰，豫修武宗实录。武宗微行出居庸关，上疏抗谏。世宗继位，任经筵讲官。嘉靖三年，因“大礼议”受廷杖，谪戍终老于云南永昌卫。终明一世记诵之博，著述之富，慎可推为第一。其诗虽不专主盛唐，仍有拟右倾向。贬谪以后，特多感愤。又能文、词及散曲，论古考证之作范围颇广。著作达百余种。后人辑为《升庵集》。","29574","y"
"吕渭老","宋代","吕渭老（生卒年不详），一作吕滨老，字圣求，嘉兴（今属浙江）人。宣和、靖康年间在朝做过小官，有诗名。南渡后情况不详。赵师岌序其词云：“宣和末，有吕圣求者，以诗名，讽咏中率寓爱君忧国意。”“圣求居嘉兴，名滨老，尝位周行，归老于家。”今存《圣求词》一卷。","29575","l"
"朱淑真","宋代","朱淑真（约1135~约1180），号幽栖居士，宋代女诗人，亦为唐宋以来留存作品最丰盛的女作家之一。南宋初年时在世，祖籍歙州（治今安徽歙县），《四库全书》中定其为“浙中海宁人”，一说浙江钱塘（今浙江杭州）人。生于仕宦之家。夫为文法小吏，因志趣不合，夫妻不睦，终致其抑郁早逝。又传淑真过世后，父母将其生前文稿付之一炬。其余生平不可考，素无定论。现存《断肠诗集》、《断肠词》传世，为劫后余篇。","29576","z"
"葛长庚","宋代","白玉蟾(公元1194 - ?；现学界对其卒年尚有多种说法；)本姓葛，名长庚。为白氏继子，故又名白玉蟾。字如晦、紫清、白叟，号海琼子、海南翁、武夷散人、神霄散吏。南宋时人，祖籍福建闽清，生于琼州（今海南琼山）人，一说福建闽清人。幼聪慧，谙九经，能诗赋，长于书画，曾举童子科。及长，因“任侠杀人，亡命至武夷”。","29577","g"
"李嘉祐","唐代","李嘉祐，字从一，生卒年俱不可考，赵州（今河北省赵县）人。天宝七年（748）进士，授秘书正字。","29578","l"
"仲殊","宋代","北宋僧人、词人。字师利。安州（今湖北安陆）人。本姓张，名挥，仲殊为其法号。曾应进士科考试。生卒年不详。年轻时游荡不羁，几乎被妻子毒死，弃家为僧，先后寓居苏州承天寺、杭州宝月寺，因时常食蜜以解毒，人称蜜殊；或又用其俗名称他为僧挥。他与苏轼往来甚厚。徽宗崇宁年间自缢而死。","29579","z"
"贾谊","两汉","贾谊（前200～前168），汉族，洛阳（今河南省洛阳市东）人，字太傅。西汉初年著名的政论家、文学家。18岁即有才名，年轻时由河南郡守吴公推荐，20余岁被文帝召为博士。不到一年被破格提为太中大夫。但是在23岁时，因遭群臣忌恨，被贬为长沙王的太傅。后被召回长安，为梁怀王太傅。梁怀王坠马而死后，贾谊深自歉疚，直至33岁忧伤而死。其著作主要有散文和辞赋两类。散文如《过秦论》、《论积贮疏》、《陈政事疏》等都很有名；辞赋以《吊屈原赋》、《鵩鸟赋》最著名。","29580","j"
"史达祖","宋代","史达祖1163～1220？年，字邦卿，号梅溪，汴（河南开封）人。一生未中第，早年任过幕僚。韩侂胄当国时，他是最亲信的堂吏，负责撰拟文书。韩败，史牵连受黥刑，死于贫困中。史达祖的词以咏物为长，其中不乏身世之感。他还在宁宗朝北行使金，这一部分的北行词，充满了沉痛的家国之感。今传有《梅溪词》。存词112首。","29581","s"
"叶梦得","宋代","叶梦得(1077～1148) 宋代词人。字少蕴。苏州吴县人。绍圣四年(1097)登进士第，历任翰林学士、户部尚书、江东安抚大使等官职。晚年隐居湖州弁山玲珑山石林，故号石林居士，所著诗文多以石林为名，如《石林燕语》、《石林词》、《石林诗话》等。绍兴十八年卒，年七十二。死后追赠检校少保。 在北宋末年到南宋前半期的词风变异过程中，叶梦得是起到先导和枢纽作用的重要词人。作为南渡词人中年辈较长的一位，叶梦得开拓了南宋前半期以气入词的词坛新路。叶词中的气主要表现在英雄气、狂气、逸气三方面。","29582","y"
"黄巢","唐代","黄巢（820年－884年），曹州冤句（今山东菏泽西南）人，唐末农民起义领袖。黄巢出身盐商家庭，善于骑射，粗通笔墨，少有诗才，黄巢五岁时候便可对诗，但成年后却屡试不第。王仙芝起义前一年，关东发生了大旱，官吏强迫百姓缴租税，服差役，百姓走投无路，聚集黄巢周围，与唐廷官吏进行过多次武装冲突。十二月十三日，兵进长安，于含元殿即皇帝位，国号“大齐”，建元金统，大赦天下。中和四年（884年）六月十五日，黄巢败死狼虎谷。昭宗天复初年，黄巢侄子黄皓率残部流窜，在湖南为湘阴土豪邓进思伏杀，唐末农民起义结束。","29583","h"
"郭应祥","宋代","［约公元一二二四年前后在世］字承禧，临江人。生卒年均不详，约宋宁宗嘉定末前后在世。嘉定间进士。官楚、越间。其他事迹不可考。","29584","g"
"陈亮","宋代","陈亮（1143—1194）原名汝能，后改名陈亮，字同甫，号龙川，婺州永康（今属浙江）人。婺州以解头荐，因上《中兴五论》，奏入不报。孝宗淳熙五年，诣阙上书论国事。后曾两次被诬入狱。绍熙四年光宗策进士第一，状元。授签书建康府判官公事，未行而卒，谥号文毅。所作政论气势纵横，词作豪放，有《龙川文集》《龙川词》，宋史有传。","29585","c"
"李涉","唐代","李涉（约806年前后在世），唐代诗人。字不详，自号清溪子，洛（今河南洛阳）人。早岁客梁园，逢兵乱，避地南方，与弟李渤同隐庐山香炉峰下。后出山作幕僚。宪宗时，曾任太子通事舍人。不久，贬为峡州（今湖北宜昌）司仓参军，在峡中蹭蹬十年，遇赦放还，复归洛阳，隐于少室。文宗大和（827-835）中，任国子博士，世称“李博士”。著有《李涉诗》一卷。存词六首。","29586","l"
"雍陶","唐代","雍陶（约789~873以前），字国钧，成都人。工于词赋。有《唐志集》五卷，今传。","29587","y"
"列御寇","先秦","列御寇，名寇，又名御寇（又称“圄寇”“国寇”），相传是战国前期的道家人，郑国人，与郑缪公同时。其学本于黄帝老子，主张清静无为。后汉班固《艺文志》“道家”部分有《列子》八卷，早已散失。","29588","l"
"颜真卿","唐代","颜真卿（709-784，一说709-785），字清臣，汉族，唐京兆万年（今陕西西安）人，祖籍唐琅琊临沂（今山东临沂），中国唐代书法家。 唐代中期杰出书法家。他创立的“颜体”楷书与赵孟頫、柳公权、欧阳询并称“楷书四大家”。","29589","y"
"关汉卿","元代","关汉卿（约1220年──1300年），元代杂剧作家。是中国古代戏曲创作的代表人物，“元曲四大家”之首。号已斋（一作一斋）、已斋叟。汉族，解州人（今山西省运城），与马致远、郑光祖、白朴并称为“元曲四大家”。以杂剧的成就最大，一生写了60多种，今存18种，最著名的有《窦娥冤》；关汉卿也写了不少历史剧，如：《单刀会》、《单鞭夺槊》、《西蜀梦》等；散曲今在小令40多首、套数10多首。关汉卿塑造的“我却是蒸不烂、煮不熟、捶不匾、炒不爆、响珰珰一粒铜豌豆”（〈不伏老〉）的形象也广为人称，被誉“曲家圣人”。","29590","g"
"王湾","唐代","王湾作为开元初年的北方诗人，往来于吴楚间，被江南清丽山水所倾倒，并受到当时吴中诗人清秀诗风的影响，写下了一些歌咏江南山水的作品，《次北固山下》就是其中最为著名的一篇。尤其其中“海日生残夜，江春入旧年”两句，得到当时的宰相张说的极度赞赏，并亲自书写悬挂于宰相政事堂上，让文人学士作为学习的典范。由此，这两句诗中表现的那种壮阔高朗的境象便对盛唐诗坛产生了重要的影响。直到唐末诗人郑谷还说“何如海日生残夜，一句能令万古传”，表达出极度钦羡之情。","29591","w"
"张抡","宋代","[约公元一一六二年前后在世]字才甫，自号莲社居士，开封（今属河南）人。里居及生卒年均不详，约宋高宗绍兴末前后在世。好填词，每应制进一词，宫中即付之丝竹。尝于乾道三年，（公元一一六七年）高宗莅聚景园，抡进柳梢青词；淳熙六年（公元一一七九）三月，高宗再莅聚景园，抡进壶中天慢词；九月，孝宗幸绛华宫，抡进临江仙词：均赐赉极渥。抡所著有《莲社词》一卷，存词100余首。《文献通考》及绍兴内府古器评二卷，《四库总目》并传于世。","29592","z"
"高观国","宋代","高观国,南宋词人。字宾王，号竹屋。山阴(今浙江绍兴)人。生卒年不详。生活于南宋中期，年代约与姜夔相近。与史达祖友善，常常相互唱和，词亦齐名，时称“高，史”。其成就虽不及史达祖，但也有值得重视之处。他善于创造名句警语，如“香心静，波心冷，琴心怨，客心惊”；“开遍西湖春意烂，算群花、正作江山梦”，都颇为后人传诵。从其作品中看不出有仕宦的痕迹，大约是一位以填词为业的吟社中人。为“南宋十杰”之一。有词集《竹屋痴语》。","29593","g"
"洪适","宋代","洪适（1117～1184）南宋金石学家、诗人、词人。初名造，字温伯，又字景温；入仕后改名适，字景伯；晚年自号盘洲老人，饶州鄱阳（今江西省波阳县）人，洪皓长子，累官至尚书右仆射、同中书门下平章事兼枢密使，封魏国公，卒谥文惠。洪适与弟弟洪遵、洪迈皆以文学负盛名，有“鄱阳英气钟三秀”之称。同时，他在金石学方面造诣颇深，与欧阳修、赵明诚并称为宋代金石三大家。","29594","h"
"虞世南","唐代","永兴县文懿子虞世南，字伯施，汉族，余姚（慈溪市观海卫镇鸣鹤场）人。初唐著名书法家、文学家，政治家。隋炀帝时官起居舍人，唐时历任秘书监、弘文馆学士等。唐太宗称他德行、忠直、博学、文词、书翰为五绝（“世南一人，有出世之才，遂兼五绝。一曰忠谠，二曰友悌，三曰博文，四曰词藻，五曰书翰。”原有诗文集30卷，但早已散失不全。民国时期，张寿镛辑成 《虞秘监集》 4卷，收入 《四明丛书》。","29595","y"
"陈与义","宋代","陈与义(1090-1138)，字去非，号简斋，汉族，其先祖居京兆，自曾祖陈希亮迁居洛阳，故为宋代河南洛阳人（现在属河南）。他生于宋哲宗元祐五年(1090年)，卒于南宋宋高宗绍兴八年(1138年)。北宋末，南宋初年的杰出诗人，同时也工于填词。其词存于今者虽仅十余首，却别具风格，尤近于苏东坡，语意超绝，笔力横空，疏朗明快，自然浑成，著有《简斋集》。","29596","c"
"庄周","先秦","庄子（公元前369－公元前286年），名周，汉族，宋国蒙（今河南省商丘市东北梁园区蒙墙寺村）人，战国时期的思想家、哲学家、文学家，道家学说的主要创始人之一。庄子祖上系出楚国公族，后因吴起变法楚国发生内乱，先人避夷宗之罪迁至宋国蒙地。庄子生平只做过地方漆园吏，因崇尚自由而不应同宗楚威王之聘。老子思想的继承和发展者。后世将他与老子并称为“老庄”。他们的哲学思想体系，被思想学术界尊为“老庄哲学”。代表作品为《庄子》以及名篇有《逍遥游》、《齐物论》等。","29597","z"
